Term	Notes	English	Dutch	French	Italian	German	Spanish	Brazilian Portuguese	Polish	Chinese (Simplified)	Chinese (Traditional)	Japanese	Korean
questgroup_island_mainquest		Mystery of the Island	Mysterie van het Eiland	Mystère sur l'île	Mistero dell'Isola	Das Geheimnis der Insel	El misterio de la isla	Mistério da Ilha	Sekret Wyspy	海岛之谜	小島之謎	島の謎	섬 수수께끼
questgroup_island_misc		Island Other	Overig Eiland	Éléments insulaires	Isola - Altro	Insel – Andere	Isla (otras)	Extras da Ilha	Pozostałe z Wyspy	海岛其他	小島其他	島のその他	섬 기타
questgroup_mainquest		The Grand Scheme	Het grote complot	Grands projets	Il Grande Schema	Das große Vorhaben	El gran plan	O Grande Plano	Szersza perspektywa	宏伟计划	重大計畫	壮大な計画	한 발짝 떨어져서 보기
questgroup_other		Other	Overig	Autres	Altro	Andere	Otras	Outro	Inne	其他	其他	その他	기타
questgroup_resources		Ways and Means	Manieren en middelen	Méthodes et moyens	Modi e mezzi	Mittel und Wege	Medios	Formas e Meios	Sposoby i środki	方法和手段	方法與手段	方法と手段	수단과 방법
questgroup_starter		Welcome	Welkom	Bienvenue	Benvenuto	Willkommen	Bienvenida	Boas-vindas	Witajcie	欢迎	歡迎	ようこそ	환영합니다
questgroup_survival		Longevity	Levensduur	Longévité	Longevità	Langlebigkeit	Longevidad	Longevidade	Długowieczność	长寿	長壽	長生き	장수
rumor_eel_bait_description		When using a Fish Trap, Banana can be used to catch Eel	Je kunt Bananen in een Visfuik stoppen om een Sidderaal te vangen	Utilisez une banane dans un piège à poissons pour attraper une anguille	Quando si usa una Trappola per pesci, la Banana può essere usata per catturare l'Anguilla	„Beim Einsatz einer Fischfalle kannst du mithilfe einer Banane einen Aal fangen.“	Para pescar anguilas hay que colocar plátanos en una trampa para peces.	Ao usar uma Armadilha de Peixe, é possível usar Banana como isca para pegar Enguias.	Gdy korzystasz z Pułapki na Ryby, użyj Banana, by złapać Węgorza	“当使用捕鱼器时，香蕉可以用来捕捉鳗鱼”	「使用捕魚籠時，可以用香蕉來抓鰻魚」	「簗を使用する際、バナナを入れるとアナゴを捕まえられるぞ」	물고기 덫을 쓰면, 바나나로 장어를 잡을 수 있습니다
rumor_eel_bait_name		Eel Bait	Sidderaal-aas	Appât à anguille	Esca per anguille	Aal-Köder	Cebo para anguilas	Isca de Enguia	Przynęta na Węgorza	鳗鱼饵料	鰻魚魚餌	アナゴのエサ	장어 미끼
rumor_island_description		Gold and Glass can be found on the Island	Je kunt Goud en Glas op het Eiland vinden	Vous pouvez trouver de l'or et du verre sur l'île	Oro e Vetro si trovano sull'Isola	„Gold und Glas können auf der Insel gefunden werden.“	En la isla hay oro y cristal.	É possível encontrar Ouro e Vidro na ilha.	Na wyspie znajdziesz Złoto i Szkło	“在岛上可以找到黄金和玻璃”	「在小島上能夠找到黃金和玻璃」	「島では金やガラスが手に入るぞ」	섬에서 금과 유리를 찾을 수 있습니다
rumor_island_name		The Island	Het Eiland	L'Île	L'Isola	Die Insel	La isla	A Ilha	Wyspa	海岛	小島	アイランド	섬
rumor_shark_bait_description		When using a Fish Trap, Raw Meat can be used to catch Shark	Je kunt Rauw vlees in een Visfuik stoppen om een Haai te vangen	Utilisez de la viande crue dans un piège à poissons pour attraper un requin	Quando si usa una Trappola per pesci, la Carne cruda può essere usata per catturare lo Squalo	„Beim Einsatz einer Fischfalle kannst du mithilfe von rohem Fleisch einen Hai fangen.“	Para pescar tiburones hay que colocar carne cruda en una trampa para peces.	Ao usar uma Armadilha de Peixe, é possível usar Carne Crua como isca para pegar Tubarões.	Gdy korzystasz z Pułapki na Ryby, użyj Surowego Mięsa, by złapać Rekina	“当使用捕鱼器时，生肉可以用来捕捉鲨鱼”	「使用捕魚籠時，可以用生肉來抓鯊魚」	「簗を使用する際、生肉を入れるとサメを捕まえられるぞ」	물고기 덫을 쓰면, 생고기로 상어를 잡을 수 있습니다
rumor_shark_bait_name		Shark Bait	Haaien-aas	Appât à requin	Esca per squali	Hai-Köder	Cebo para tiburones	Isca de Tubarão	Przynęta na Rekina	鲨鱼饵料	鯊魚魚餌	サメのエサ	상어 미끼
rumor_tuna_bait_description		When using a Fish Trap, Lime can be used to catch Tuna	Je kunt Limoen in een Visfuik stoppen om een Tonijn te vangen	Utilisez un citron vert dans un piège à poissons pour attraper un thon	Quando si usa una Trappola per pesci, il Lime può essere usato per catturare il Tonno	„Beim Einsatz einer Fischfalle kannst du mithilfe einer Limette einen Thunfisch fangen.“	Para pescar atunes hay que colocar limas en una trampa para peces.	Ao usar uma Armadilha de Peixe, é possível usar Limão como isca para pegar Atum.	Gdy korzystasz z Pułapki na Ryby, użyj Limonki, by złapać Tuńczyka	“当使用捕鱼器时，酸橙可以用来捕捉金枪鱼”	「使用捕魚籠時，可以用萊姆來抓鮪魚」	「簗を使用する際、ライムを入れるとマグロを捕まえられるぞ」	물고기 덫을 쓰면, 라임으로 참치를 잡을 수 있습니다
rumor_tuna_bait_name		Tuna Bait	Tonijnen-aas	Appât à thon	Esca per tonni	Thunfisch-Köder	Cebo para atunes	Isca de Atum	Przynęta na Tuńczyka	金枪鱼饵料	鮪魚魚餌	マグロのエサ	참치 미끼
statuseffect_drunk_description		Decreases work speed, decreases hit chance, increases max damage	Vermindert de werksnelheid, vermindert de raakkans, vergroot de maximale schade	Réduit la vitesse de travail, les chances de frapper et augmente les dégâts max	Riduce la velocità di lavoro, le probabilità di colpire, aumenta il danno massimo.	Verringert Arbeitsgeschwindigkeit und Trefferchance, erhöht max. Schaden	Reduce la velocidad de trabajo y la puntería, pero aumenta el daño máximo.	Diminui a velocidade de trabalho e a chance de acerto. Aumenta o dano máximo.	Zmniejsza szybkość pracy, zmniejsza szansę na trafienie, zwiększa maksymalne zadawane obrażenia	降低工作速度，降低命中几率，增加最大伤害	減少工作速度與命中率，增加最大傷害	仕事と攻撃の速度が下がるが、最大ダメージが増える	일 속도 감소, 타격 기회 감소, 최대 피해 증가
statuseffect_drunk_lore		Enjoy responsibly	Geniet met mate	Avec modération	Consuma responsabilmente	Mit Vorsicht genießen	Bebe con moderación.	Curta com responsabilidade.	Korzystaj z rozsądkiem	负责任地享受	享受負責	お酒は二十歳になってから	책임감 있게 즐기세요
statuseffect_drunk_name		Drunk	Dronken	Ivre	Ubriaco	Betrunken	Borrachera	Bêbado	Pijany	醉酒	喝醉	酔っぱらっている	만취
statuseffect_poison_description		Deals damage every 60s	Doet elke 60 seconden schade	Inflige des dégâts toutes les 60 secondes	Infligge danni ogni 60 secondi.	Fügt alle 60 Sek. Schaden zu	Causa daño cada 60 s.	Causa dano a cada 60s.	Zadaje obrażenia co 60 s	每60秒造成一次伤害	每60秒造成傷害	60秒に一回ダメージを受ける	60초마다 피해를 줌
statuseffect_poison_lore		Dangerous poison runs through their veins, they need an antidote as soon as possible	Er zit gevaarlijk gif in de bloedstroom. Dien zo snel mogelijk een antigif toe	Du venin coule dans ses veines, il a besoin d'un antidote au plus vite	Nelle sue vene scorre un veleno pericoloso: ha bisogno di un antidoto il prima possibile	Gefährliches Gift läuft durch seine Adern. Er braucht so schnell wie möglich ein Gegenmittel	Un peligroso veneno corre por sus venas; necesita un antídoto cuanto antes.	Um veneno perigoso corre nas veias deles. Eles precisam de um antídoto o quanto antes.	W jego żyłach krąży groźna trucizna. Jak najszybciej trzeba mu podać antidotum	他们的血管里流淌着危险的毒素，他们需要尽快得到解药	危險的毒素在他們的血管之中竄流，需要盡快使用解毒劑	危険な毒に侵されてしまった。一刻も早く解毒剤を	위험한 독이 혈관을 타고 흐름. 최대한 빨리 해독제가 필요함
statuseffect_poison_name		Poisoned	Vergiftigd	Empoisonné	Avvelenato	Vergiftet	Envenenamiento	Envenenado	Zatruty	中毒	中毒	毒に侵されている	중독
statuseffect_spoiling_description		Will turn into Goop after 1 Moon	Wordt Smurrie na 1 Maan	Va se transformer en ordures après 1 Lune	Si trasforma in Viscidume dopo 1 Luna.	Verwandelt sich nach 1 Mond zu Pampe	Se convertirá en pringue al transcurrir una luna.	Transforma-se em Lodo após 1 Lua.	Po miesiącu zmieni się w Maź	1个月亮年后会变成黏糊物	1個月後會變成黏糊糊的東西	1月齢でドロッとした物体になってしまうぞ	1달 후에 끈적거리는 덩어리로 변함
statuseffect_spoiling_lore		Left out in the sun for a bit too long	Heeft iets te lang in de zon gelegen	Laissée trop longtemps au soleil	È rimasto al sole un po' troppo a lungo	Wurde etwas zu lange draußen stehengelassen	Se ha dejado al sol demasiado tiempo.	Foi deixado no sol por tempo demais.	Za długo leżało na słońcu	在阳光下晒太久了	放在太陽下有點太久	外に放置しすぎていたようだ	햇빛에 너무 길게 노출됨
statuseffect_spoiling_name		Spoiling	Aan 't verrotten	Gâchis	Avariato	Verdirbt	Pudriéndose	Estragando	Psuje się	破坏	腐壞中	腐っている	부패
statuseffect_stunned_description		Unable to attack for 5s	Kan 5 seconden lang niet aanvallen	Impossible d'attaquer pendant 5 secondes	Non può attaccare per 5 secondi.	Kann für 5 Sek. nicht angreifen	No puede atacar durante 5 s.	Incapaz de atacar por 5s	Nie może atakować przez 5 s	5秒内无法攻击	5秒內無法攻擊	5秒攻撃ができない	5초동안 공격할 수 없음
statuseffect_stunned_lore		That hit really hurt..	Dat deed echt pijn...	Ça fait vraiment mal	Quel colpo ha fatto molto male...	Dieser Schlag hatte es in sich …	Ese golpe ha dolido...	Esse golpe doeu...	Bolało...	那一击真的很疼……	剛剛的攻擊真的很痛……	当たり所が悪かった…	방금 맞은건 정말 아팠다..
statuseffect_stunned_name		Stunned	Verlamd	Sonné	Stordito	Betäubt	Aturdimiento	Atordoado	Oszołomiony	眩晕	暈眩	スタン中	충격
statuseffect_wellfed_description		Increases work speed	Versnelt de werksnelheid	Augmente la vitesse de travail	Aumenta la velocità di lavoro.	Erhöht die Arbeitsgeschwindigkeit	Aumenta la velocidad de trabajo.	Aumenta a velocidade de trabalho.	Zwiększa szybkość pracy	提高工作速度	增加工作速度	仕事の速度が上がる	일 속도 증가
statuseffect_wellfed_lore		The hearty meal did them well	Een stevige maaltijd doet wonderen	Ce repas copieux a été salutaire	Il pasto abbondante gli ha fatto bene	Die herzhafte Mahlzeit hat ihnen gutgetan	Ha mejorado su estado comiendo bien.	A refeição saudável fez bem a eles.	Suty posiłek mu posłużył	丰盛的饭菜对他们很有帮助	這豐盛的一餐讓他們元氣滿滿	ボリューム満点の食事に大満足	충분한 식사 덕분임
statuseffect_wellfed_name		Well Fed	Verzadigd	Repu	Ben nutrito	Gut genährt	Buena alimentación	Bem Alimentado	Najedzony	饱餐	飽餐一頓	満腹	좋은 영양상태
label_sailing_off_full		Sailing Off	Aan 't uitvaren	Navigation	Sto salpando	Lossegeln	Navegando	Zarpando	Odpływa	扬帆远航	正在出航	出航	출항 중
language_dutch		Dutch	Nederlands	Néerlandais	Olandese	Niederländisch	Neerlandés	Holandês	Niderlandzki	荷兰语	荷蘭文	オランダ語	네덜란드어
language_french		French	Frans	Français	Francese	Französisch	Francés	Francês	Francuski	法语	法文	フランス語	프랑스어
language_german		German	Duits	Allemand	Tedesco	Deutsch	Alemán	Alemão	Niemiecki	德语	德文	ドイツ語	독일어
language_italian		Italian	Italiaans	Italien	Italiano	Italienisch	Italiano	Italiano	Włoski	意大利语	義大利文	イタリア語	이탈리아어
language_polish		Polish	Pools	Polonais	Polacco	Polieren	Polaco	Polonês	Polski	抛光	拋光	ポーランド語	폴란드어
language_spanish		Spanish	Spaans	Espagnol	Spagnolo	Spanisch	Español	Espanhol	Hiszpański	西班牙语	西班牙文	スペイン語	스페인어
credits_aran		Concept, programming, design	Concept, programmeren, spelontwerp	Conception, programmation, design	Ideazione, programmazione, design	Konzept, Programmierung, Design	Concepto, programación y diseño	Conceito, programação, design	Pomysł, programowanie, projekt	概念、编程、设计	概念、程式、設計	コンセプト、プログラミング、デザイン	컨셉, 프로그래밍, 디자인
credits_lisa		Game art	Grafisch ontwerp	Graphismes	Grafica del gioco	Game Art	Arte	Arte	Oprawa graficzna	游戏艺术	遊戲美術	ゲームアート	게임 아트
credits_sokpop		Game by Sokpop	Game door Sokpop	Un jeu Sokpop	Gioco di Sokpop	Spiel von Sokpop	Juego desarrollado por Sokpop	Produzido por Sokpop	Gra stworzona przez Sokpop	Sokpop的游戏	此遊戲由Sokpop製作	Sokpopがお届けするゲーム	게임 제공: Sokpop
credits_local_heroes		Localisation	Lokalisatie	Localisation	Localizzazione	Lokalisierung	Localización	Localização	Lokalizacja	本地化	遊戲在地化	ローカリゼーション	현지화팀
credits_special_thanks		Special Thanks	Speciale Dank	Remerciements spéciaux	Ringraziamenti speciali	Besonderer Dank	Agradecimientos especiales	Agradecimentos especiais	Szczególne podziękowania	特别感谢	特別感謝	感謝の気持ち	고마운 분들
label_relic_brought_to_cathedral		The Relic was brought to the Cathedral	De Relikwie is naar de Kathedraal gebracht	La Relique a été apportée à la Cathédrale	La Reliquia e stata portata alla Cattedrale	Das Relikt wurde in die Kathedrale gebracht	Se ha llevado la reliquia al templo.	A Relíquia foi trazida à Catedral	Artefakt trafił do Świątyni	神器被带到了神殿	聖物已被帶到大教堂	大聖堂に遺物が収められた	유물이 대성당으로 옮겨짐
label_controls		Controls	Besturing	Commandes	Comandi	Steuerung	Controles	Controles	Sterowanie	控制	控制	コントロール	컨트롤
control_time_1		1x Speed	1x Snelheid	Vitesse x1	Velocità 1x	1x Geschwindigkeit	Velocidad x1	Velocidade 1x	Szybkość 1x	1倍速	1倍速	1x スピード	속도 x1
control_time_2		5x Speed	5x Snelheid	Vitesse x5	Velocità 5x	5x Geschwindigkeit	Velocidad x5	Velocidade 5x	Szybkość 5x	5倍速	5倍速	5x スピード	속도 x5
control_time_3		0x Speed	0x Snelheid	Vitesse x0	Velocità 0x	0x Geschwindigkeit	Velocidad x0	Velocidade 0x	Szybkość 0x	正常速度	0倍速	0x スピード	속도 x0
control_time_pause		Pause Time	Tijd pauzeren	Pause	Metti in pausa	Zeit unterbrechen	Pausar tiempo	Pausar Tempo	Wstrzymaj upływ czasu	暂停时间	暫停時間	停止時間	일시중지 시간
control_panel_collapse		Toggle Sidebar	Zijpaneel aan- of uitzetten	Changer de barre latérale	Attiva/disattiva barra laterale	Seitenleiste umschalten	Mostrar/ocultar barra lateral	Abrir/Fechar Barra Lateral	Przełącz pasek boczny	切换工具栏	切換側欄	切換えサイドバー	토글 사이드바
control_zoom		Zoom	Zoomen	Zoomer	Zoom	Zoom	Ampliar	Zoom	Zbliżenie widoku	拉近	縮放	ズーム	줌
control_sell		Sell Card	Kaart verkopen	Vendre une carte	Vendi Carta	Karte verkaufen	Vender carta	Vender Carta	Sprzedaj kartę	出售卡牌	出售卡牌	カードを売却	카드 판매
control_time_toggle		Toggle Time	Tijd sneller/langzamer	Changer de vitesse	Attiva/disattiva tempo	Zeit umschalten	Mostrar/ocultar tiempo	Alternar Tempo	Przełącz upływ czasu	切换时间	切換時間	切換え時間	토글 시간
control_pause		Pause Game	Spel pauzeren	Pause	Metti in pausa	Spiel unterbrechen	Pausar juego	Pausar Jogo	Wstrzymaj grę	暂停游戏	暫停遊戲	ポーズ時間	게임 일시중지
control_grab		Grab	Oppakken	Prendre	Prendi	Greifen	Coger	Pegar	Weź	抓取	抓取	掴む	잡기
control_activate_UI		Activate UI	UI activeren	Activer Interface	Attiva interfaccia	UI aktivieren	Activar interfaz	Ativar IU	Aktywuj interfejs	启动UI	啟動狀態的介面	UIを有効化	UI 활성화
control_move		Move	Verplaatsen	Déplacements	Sposta telecamera	Bewegen	Mover	Mover	Przenieś	移动	移動	動く	옮기기
